learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.899008525986574e-05,3.7010075061516545e-05,6.263032929609835e-06
0.0001,0.5,0.5,8.401945638070174e-05,5.455207895010972e-05,7.189411356023356e-06
