learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,6.222349077233957e-05,6.0658323263851344e-05,6.291342930175858e-06
0.0001,0.5,0.5,5.2862722895952174e-05,8.459121727355523e-05,6.251121792644199e-06
