learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.0001414360440321616,4.1360379100296996e-05,6.301318109080967e-06
0.0001,0.5,0.5,0.00015740897720206704,6.558469567607972e-05,7.907964747033702e-06
