learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,5.49057398302466e-05,2.5942084562302625e-05,5.863768258507207e-06
0.0001,0.5,0.5,4.8715276193433965e-05,3.1268972691123054e-05,5.335423153951524e-06
