learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.635887595824897e-05,6.621163083764259e-05,6.6961623801375936e-06
0.0001,0.5,0.5,7.109089915502409e-05,9.506241849521757e-05,7.332264573278735e-06
