learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.8455175045965e-05,3.295600913588714e-05,5.5631557351887295e-06
0.0001,0.5,0.5,5.145785132754099e-05,4.085188652425131e-05,5.490702164934191e-06
