learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,9.605466607354174e-05,5.942596635577502e-05,6.586148174392292e-06
0.0001,0.5,0.5,5.8770782516148756e-05,9.044733315022313e-05,7.355595442959384e-06
