learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,2.3671467772601318e-05,2.045398821337585e-05,6.805646322050052e-06
0.0001,0.5,0.5,2.173354556589402e-05,2.7710563927030307e-05,6.741385085717866e-06
