learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.002436097991449e-05,2.2747652053567435e-05,5.5239853367083924e-06
0.0001,0.5,0.5,7.777413134135713e-05,3.563065558864764e-05,6.746252061873292e-06
