learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,0.00011254045284658787,9.132802597378031e-05,1.061065123053595e-05
0.0001,0.5,0.5,7.779951403108498e-05,0.00010053879213955952,7.068672790211394e-06
