learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,6.91853410899057e-05,6.60369012166484e-05,7.313828771948749e-06
0.0001,0.5,0.5,4.105896243800089e-05,8.065076849561592e-05,5.368412352879659e-06
