learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.855872877371439e-05,7.74252680457721e-05,6.684910445642345e-06
0.0001,0.5,0.5,5.238164396814682e-05,9.526658504910301e-05,4.301561187247671e-06
