learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.587844376961584e-05,6.035381693436648e-05,7.742861560799952e-06
0.0001,0.5,0.5,4.855238387335703e-05,8.492347114952281e-05,5.12918512640681e-06
