learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,7.599209311592858e-05,2.7647932597574254e-05,7.342641829666263e-06
0.0001,0.5,0.5,8.50670382988028e-05,5.31515095190116e-05,1.0935834907854769e-05
