learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.859786180437368e-05,6.099821234784031e-05,4.569160598322242e-06
0.0001,0.5,0.5,8.334004928656213e-05,0.00011666534055621014,9.230708784002672e-06
