learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.096267151813663e-05,4.067766712978482e-05,1.7194478090232224e-05
0.0001,0.5,0.5,5.141476015069202e-05,3.479262096561797e-05,9.320375674803927e-06
