learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,5.694728645266878e-05,2.1545001686718024e-05,5.994069569581484e-06
0.0001,0.5,0.5,6.221690478014352e-05,4.411429176798265e-05,1.0522499515275285e-05
