learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,8.25241586426273e-05,4.320021741932578e-05,7.29483089045857e-06
0.0001,0.5,0.5,6.308841921054409e-05,5.489877185027581e-05,6.461893171660904e-06
