learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,9.200764952765894e-05,3.968840627521786e-05,7.0747090816780656e-06
0.0001,0.5,0.5,4.826885435704753e-05,3.880400879552326e-05,4.187006478417743e-06
