learning_rate,lambda_sym_1_max,lambda_sym_2_max,test_task_loss,test_sym_loss_1,test_sym_loss_2
0.0001,1.0,1.0,9.969688676392252e-05,6.0259399788265e-05,7.000378419164122e-06
0.0001,0.5,0.5,7.468937087651284e-05,9.105642084250576e-05,7.428545700349787e-06
