learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.11768985539674759,0.874289371073246,0.39565955656474944
0.0001,0.001,2,0.13085226342082024,0.14993317425251007,0.41517502176946863
0.0001,0.001,3,0.1140249939635396,0.036681962199509144,0.38936064616226235
0.0001,0.001,4,0.03208509553223848,104.32064628601074,0.20599169633454806
0.0001,0.001,5,0.11287148017436266,62.12205362319946,0.38661089100123286
0.0001,0.001,6,0.0726735619828105,25.93266534805298,0.312686985549689
0.0001,0.001,7,0.03603972168639302,7.905399739742279,0.22089331443855098
0.0001,0.001,-1,0.0385208607185632,1.2699429392814636,0.22640075909365606
0.0001,0.01,1,0.10753985773772001,0.8749399706721306,0.38735245117014655
0.0001,0.01,2,0.06802521785721183,0.15056799352169037,0.30761285071222183
0.0001,0.01,3,0.06958307418972254,0.03693451825529337,0.3065172003572134
0.0001,0.01,4,0.03824259201064706,12.687819123268127,0.22848925786450902
0.0001,0.01,5,0.07216551806777716,12.52186667919159,0.3139137199634769
0.0001,0.01,6,0.05101177655160427,9.138011932373047,0.26149882183436973
0.0001,0.01,7,0.0705281151458621,5.156429409980774,0.30195293838264436
0.0001,0.01,-1,0.037333209766075015,0.5856446474790573,0.2153990222934467
0.0001,0.1,1,0.10943681839853525,0.8568040132522583,0.38520904397190503
0.0001,0.1,2,0.11974795069545507,0.14729540422558784,0.3973811502050981
0.0001,0.1,3,0.11305655911564827,0.03645322052761912,0.39286327855131287
0.0001,0.1,4,0.05548697290942073,2.112717628479004,0.2736092886637353
0.0001,0.1,5,0.20379810966551304,1.8474947661161423,0.5290508954608928
0.0001,0.1,6,0.13789547979831696,1.4651429653167725,0.43437881609053985
0.0001,0.1,7,0.0639088093303144,0.9245250299572945,0.29169255580477776
0.0001,0.1,-1,0.03661262663081288,0.21404376439750195,0.2241185533629505
0.0001,1.0,1,0.11489296238869429,0.766670897603035,0.3928721941222756
0.0001,1.0,2,0.11595635302364826,0.11838461738079786,0.39308319279454357
0.0001,1.0,3,0.1228210786357522,0.030152438674122095,0.4123498414993433
0.0001,1.0,4,0.2757871635258198,19.928975343704224,0.6093140400218952
0.0001,1.0,5,0.338283933699131,6.899540841579437,0.6732433241313215
0.0001,1.0,6,0.2656408082693815,12.3170667886734,0.5974158527504299
0.0001,1.0,7,0.2323451992124319,5.150440096855164,0.5621680116853164
0.0001,1.0,-1,0.0518400059081614,0.05994802340865135,0.26849354161869127
0.0001,10.0,1,0.06560552725568414,0.4766809940338135,0.2941993669025623
0.0001,10.0,2,0.05017330078408122,0.025574840838089585,0.25840368221750165
0.0001,10.0,3,0.06899158423766494,0.00958869734313339,0.3118189225447104
0.0001,10.0,4,0.38057005405426025,8.019501507282257,0.7260922288351509
0.0001,10.0,5,0.45934704691171646,1.2739877700805664,0.7864363387449448
0.0001,10.0,6,0.49480506032705307,0.45189405232667923,0.8243553628036172
0.0001,10.0,7,0.41259321570396423,1.252112939953804,0.7665650412829874
0.0001,10.0,-1,0.25520423613488674,0.008985317195765674,0.5799329626118079
0.0001,0.0,,0.12701155617833138,,0.4143340053497742
