learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.15552686527371407,0.8587833344936371,0.45606461504933227
0.0001,0.001,2,0.12473681382834911,0.17031958140432835,0.4051080887684488
0.0001,0.001,3,0.15065196715295315,0.04266628623008728,0.45237716414168994
0.0001,0.001,4,0.09689676575362682,166.62236213684082,0.360185616305552
0.0001,0.001,5,0.12183416914194822,98.21922969818115,0.4064085525221825
0.0001,0.001,6,0.10579032450914383,45.96491003036499,0.38830234700505534
0.0001,0.001,7,0.090691938996315,19.350709915161133,0.35860145613559924
0.0001,0.001,-1,0.12454321794211864,1.581495776772499,0.40498184634398166
0.0001,0.01,1,0.153689406812191,0.8509819209575653,0.4549347091103889
0.0001,0.01,2,0.1570418756455183,0.16774291172623634,0.4641931316293653
0.0001,0.01,3,0.15562687255442142,0.04222964961081743,0.45430459191986156
0.0001,0.01,4,0.048644325230270624,11.936321496963501,0.25464966174971
0.0001,0.01,5,0.08972430787980556,13.647847175598145,0.3464805268998813
0.0001,0.01,6,0.05310946190729737,9.206785440444946,0.2680493222995938
0.0001,0.01,7,0.07355463691055775,7.556829810142517,0.32117889557774193
0.0001,0.01,-1,0.0410716631449759,0.46963366866111755,0.23304167269373946
0.0001,0.1,1,0.15222564339637756,0.8501109406352043,0.46365382356652735
0.0001,0.1,2,0.149970437400043,0.16427084803581238,0.441840953108633
0.0001,0.1,3,0.15191147662699223,0.042151284869760275,0.45080459053108357
0.0001,0.1,4,0.21651984564960003,92.6895866394043,0.5395800788048013
0.0001,0.1,5,0.23433432541787624,62.430359840393066,0.5555363623629391
0.0001,0.1,6,0.1930841039866209,1.466534972190857,0.5249465055370593
0.0001,0.1,7,0.10814191680401564,1.055442914366722,0.38560187124591344
0.0001,0.1,-1,0.032766501884907484,0.19973287358880043,0.2152929310583574
0.0001,1.0,1,0.13979354966431856,0.7783476859331131,0.4425977006268013
0.0001,1.0,2,0.13749335799366236,0.13442734256386757,0.4231641280934668
0.0001,1.0,3,0.1495402529835701,0.0369110694155097,0.4339601644734194
0.0001,1.0,4,0.346295103430748,10.514481663703918,0.6862456653409884
0.0001,1.0,5,0.35848701000213623,11.138318181037903,0.6932177887240002
0.0001,1.0,6,0.3499121218919754,5.902772784233093,0.6752450444387866
0.0001,1.0,7,0.2858152873814106,6.661239445209503,0.6198735770022736
0.0001,1.0,-1,0.04918059799820185,0.05886262282729149,0.2560586157051071
0.0001,10.0,1,0.12318718992173672,0.5130284763872623,0.4086952013937663
0.0001,10.0,2,0.0986878527328372,0.02963912393897772,0.3595871622039931
0.0001,10.0,3,0.0983720775693655,0.015458853682503104,0.3650187992430462
0.0001,10.0,4,0.44725270569324493,4.8224106431007385,0.766087034126451
0.0001,10.0,5,0.44867388159036636,2.852755695581436,0.7643652110886391
0.0001,10.0,6,0.5203056782484055,0.5778139308094978,0.8378446825081841
0.0001,10.0,7,0.4585004113614559,0.4081874303519726,0.7879231631462824
0.0001,10.0,-1,0.23476066440343857,0.008821272989735007,0.5588110380830162
0.0001,0.0,,0.16529296524822712,,0.4706833522278281
