learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.10794199630618095,0.7901030778884888,0.3845968644007887
0.0001,0.001,2,0.08873108122497797,0.12456996832042933,0.34405616940420936
0.0001,0.001,3,0.08847057912498713,0.030181034468114376,0.34200023894099485
0.0001,0.001,4,0.05752941081300378,107.82338333129883,0.27386283486791896
0.0001,0.001,5,0.0776343047618866,57.26578187942505,0.31962339632460063
0.0001,0.001,6,0.062308209016919136,18.417726039886475,0.2884575816754283
0.0001,0.001,7,0.04115596553310752,6.895810484886169,0.23624775622513705
0.0001,0.001,-1,0.08326883520931005,0.8123868703842163,0.33115730757431
0.0001,0.01,1,0.10764333512634039,0.7933145463466644,0.3911311326029011
0.0001,0.01,2,0.09459643624722958,0.1249638656154275,0.3567875220339832
0.0001,0.01,3,0.09608417470008135,0.029891278129070997,0.35846358632578285
0.0001,0.01,4,0.1764289904385805,19.53547763824463,0.48875161610207235
0.0001,0.01,5,0.07142919860780239,11.2607661485672,0.3150029721570835
0.0001,0.01,6,0.04501542542129755,8.330914616584778,0.2524369280944654
0.0001,0.01,7,0.045618435367941856,4.88812530040741,0.24838080515664757
0.0001,0.01,-1,0.051998915150761604,0.5593027658760548,0.26473933978286646
0.0001,0.1,1,0.10685466043651104,0.7781080156564713,0.38540639094355383
0.0001,0.1,2,0.09291251003742218,0.12196892593055964,0.3562008939941965
0.0001,0.1,3,0.07719130907207727,0.029831907944753766,0.32546935942272487
0.0001,0.1,4,0.22392204031348228,68.83248805999756,0.5438534568980664
0.0001,0.1,5,0.1927150133997202,1.6390016674995422,0.5213549561424188
0.0001,0.1,6,0.14960055984556675,1.2324008494615555,0.4423355269460031
0.0001,0.1,7,0.10892964527010918,1.056415505707264,0.38399126986519544
0.0001,0.1,-1,0.03940016310662031,0.30327577143907547,0.2373661120831073
0.0001,1.0,1,0.08550978824496269,0.7104912772774696,0.3388222821211326
0.0001,1.0,2,0.10533938463777304,0.10338007099926472,0.375531085765541
0.0001,1.0,3,0.08697066735476255,0.027048310032114387,0.3365712610673174
0.0001,1.0,4,0.30038100108504295,20.18293261528015,0.640322722657479
0.0001,1.0,5,0.36954591423273087,10.345548629760742,0.696815429281964
0.0001,1.0,6,0.2758071757853031,6.428719460964203,0.6090633557399215
0.0001,1.0,7,0.25336323864758015,3.908566653728485,0.5831728231404851
0.0001,1.0,-1,0.051928387489169836,0.06482415646314621,0.2628496423980537
0.0001,10.0,1,0.09566817618906498,0.45304542407393456,0.35529277935874687
0.0001,10.0,2,0.0907227760180831,0.025974415009841323,0.34430977652858047
0.0001,10.0,3,0.07012165850028396,0.009886294836178422,0.31376093579537695
0.0001,10.0,4,0.3433426134288311,9.11699116230011,0.6736292507439193
0.0001,10.0,5,0.5046046115458012,1.0447208434343338,0.8179147293799902
0.0001,10.0,6,0.45482083410024643,0.7568551748991013,0.7822956014133641
0.0001,10.0,7,0.3930457942187786,0.3176925741136074,0.7358896141967236
0.0001,10.0,-1,0.23058904521167278,0.007987616583704948,0.5395181899657939
0.0001,0.0,,0.09372259490191936,,0.3622704404174473
