learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.1281012138351798,0.740139439702034,0.4175805071660445
0.0001,0.001,2,0.12343239597976208,0.11351208109408617,0.4167105760219403
0.0001,0.001,3,0.12839303817600012,0.028579561971127987,0.4153614374686987
0.0001,0.001,4,0.08640539273619652,101.29157829284668,0.336266191609022
0.0001,0.001,5,0.13156989961862564,67.41245555877686,0.4224147592332551
0.0001,0.001,6,0.04492727806791663,25.539551973342896,0.2452045992201529
0.0001,0.001,7,0.03461434203200042,8.34699922800064,0.21868175278801535
0.0001,0.001,-1,0.09956996142864227,0.8427776917815208,0.3734293484740672
0.0001,0.01,1,0.13203755114227533,0.7340202555060387,0.4170078967135747
0.0001,0.01,2,0.12448816653341055,0.11224644724279642,0.41051876605950166
0.0001,0.01,3,0.1352638816460967,0.02842731890268624,0.42745296905990127
0.0001,0.01,4,0.1774667240679264,15.426789045333862,0.47962756063744255
0.0001,0.01,5,0.07739533297717571,10.897034406661987,0.3272739253514547
0.0001,0.01,6,0.04881322430446744,6.467846572399139,0.25809703936373907
0.0001,0.01,7,0.04147583898156881,3.9286175072193146,0.2343244189547274
0.0001,0.01,-1,0.03711055684834719,0.8221007660031319,0.22222093738600204
0.0001,0.1,1,0.13564984407275915,0.7308682054281235,0.4346796075889132
0.0001,0.1,2,0.13171272817999125,0.11056696437299252,0.4232600071794103
0.0001,0.1,3,0.13050655089318752,0.027998477453365922,0.4174939722521869
0.0001,0.1,4,0.21826614253222942,68.58934497833252,0.5411332255150807
0.0001,0.1,5,0.23934809863567352,54.58121061325073,0.5638092866498803
0.0001,0.1,6,0.1337126400321722,1.2960567623376846,0.4297147507002709
0.0001,0.1,7,0.08170152828097343,0.9777421876788139,0.3276786930114169
0.0001,0.1,-1,0.04425361566245556,0.38424205780029297,0.2488848512855479
0.0001,1.0,1,0.12501985114067793,0.6718636527657509,0.4061472538964504
0.0001,1.0,2,0.13568036630749702,0.09165093302726746,0.42061903883846036
0.0001,1.0,3,0.13148248754441738,0.025249024853110313,0.42221477634458837
0.0001,1.0,4,0.4009714759886265,8.857006192207336,0.7374074184990044
0.0001,1.0,5,0.3146749660372734,10.53283429145813,0.6651256313877524
0.0001,1.0,6,0.3205433785915375,3.062886744737625,0.6538807597822356
0.0001,1.0,7,0.25417534448206425,9.476752281188965,0.5607825486432764
0.0001,1.0,-1,0.07004841323941946,0.06859152764081955,0.30898540854538087
0.0001,10.0,1,0.07860529515892267,0.4294901639223099,0.3255233162325467
0.0001,10.0,2,0.1101419497281313,0.022213774733245373,0.3887200988477754
0.0001,10.0,3,0.1144200274720788,0.010489622713066638,0.3875600329444269
0.0001,10.0,4,0.4894322268664837,3.1246751248836517,0.8135276036318821
0.0001,10.0,5,0.5099307112395763,2.040580004453659,0.8197953554425266
0.0001,10.0,6,0.4887242987751961,0.47885024920105934,0.8267316076560582
0.0001,10.0,7,0.29533420875668526,6.612690031528473,0.6142966550322202
0.0001,10.0,-1,0.212926235049963,0.008636751095764339,0.5273980145107842
0.0001,0.0,,0.10752510093152523,,0.38113272687550137
