learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.11985174473375082,0.8835237324237823,0.3970888272307084
0.0001,0.001,2,0.1296077286824584,0.12499757390469313,0.41246357181407795
0.0001,0.001,3,0.12544603273272514,0.03382390830665827,0.4205632869286811
0.0001,0.001,4,0.07317274622619152,94.64938640594482,0.31908780236170464
0.0001,0.001,5,0.10705987364053726,67.07643032073975,0.37461243443685216
0.0001,0.001,6,0.09688745532184839,33.16157937049866,0.3544951097229486
0.0001,0.001,7,0.043994633480906487,10.079310297966003,0.24741291859994
0.0001,0.001,-1,0.11022523045539856,1.0120187997817993,0.38509381848126084
0.0001,0.01,1,0.13687252905219793,0.8818205744028091,0.43130605707970004
0.0001,0.01,2,0.11066544335335493,0.1257885079830885,0.39274778360170787
0.0001,0.01,3,0.1352163190022111,0.03393792640417814,0.42819293879842013
0.0001,0.01,4,0.03403473156504333,13.120738744735718,0.21367182237940321
0.0001,0.01,5,0.08989627566188574,12.417547225952148,0.3393811651047524
0.0001,0.01,6,0.05452052131295204,8.690091729164124,0.26684732482570456
0.0001,0.01,7,0.03607054613530636,3.7182039320468903,0.2138446573672536
0.0001,0.01,-1,0.03842382272705436,0.5950174480676651,0.22660710826071964
0.0001,0.1,1,0.12190115731209517,0.8721619471907616,0.40165700200580773
0.0001,0.1,2,0.12460219115018845,0.12300661858171225,0.40145619610721833
0.0001,0.1,3,0.13227137085050344,0.03328381082974374,0.42125115888874604
0.0001,0.1,4,0.09604436066001654,2.2804684937000275,0.36219580204662327
0.0001,0.1,5,0.23840833641588688,29.82799196243286,0.5602076599158204
0.0001,0.1,6,0.1000818619504571,1.1034772992134094,0.3738072644062247
0.0001,0.1,7,0.059608833864331245,0.7546533942222595,0.2787315508094543
0.0001,0.1,-1,0.03609969839453697,0.18038140796124935,0.22018924065317808
0.0001,1.0,1,0.1302197566255927,0.8055406957864761,0.4126435910707365
0.0001,1.0,2,0.11729678511619568,0.1022170688956976,0.39903806677757675
0.0001,1.0,3,0.12333313468843699,0.030073173576965928,0.402258602568381
0.0001,1.0,4,0.31617606431245804,17.029775619506836,0.6493195370474344
0.0001,1.0,5,0.37041250243782997,4.873452544212341,0.7218389754306828
0.0001,1.0,6,0.23593072779476643,10.60595691204071,0.5772226593667413
0.0001,1.0,7,0.25182743184268475,0.12114344630390406,0.5729997839553493
0.0001,1.0,-1,0.04598860675469041,0.05097635695710778,0.24974814534057985
0.0001,10.0,1,0.0948905823752284,0.5231367349624634,0.3520573396876084
0.0001,10.0,2,0.09774916712194681,0.025831007631495595,0.3631634712341107
0.0001,10.0,3,0.08289447240531445,0.00891398685052991,0.3321177884577115
0.0001,10.0,4,0.335027776658535,11.76403284072876,0.6838032256083291
0.0001,10.0,5,0.4868577606976032,1.1916242986917496,0.817028826091732
0.0001,10.0,6,0.3965516611933708,5.617037296295166,0.7287997580272091
0.0001,10.0,7,0.2825152166187763,3.08019295334816,0.6164634343109326
0.0001,10.0,-1,0.2335049081593752,0.006834633240941912,0.559123194451634
0.0001,0.0,,0.12621542531996965,,0.4224741987637503
