learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.16364320926368237,0.745950497686863,0.47261066685612396
0.0001,0.001,2,0.1520758718252182,0.1157514899969101,0.46343834732601435
0.0001,0.001,3,0.14823281206190586,0.02603332814760506,0.4406349327538196
0.0001,0.001,4,0.13853660319000483,137.5041446685791,0.42969936312592805
0.0001,0.001,5,0.1199934333562851,68.66718769073486,0.40173919723811025
0.0001,0.001,6,0.0714694899506867,27.754322052001953,0.31275781334574104
0.0001,0.001,7,0.0542669384740293,13.13759970664978,0.2784505324536851
0.0001,0.001,-1,0.16702171601355076,1.5586919486522675,0.475589748476874
0.0001,0.01,1,0.1503857634961605,0.7459789216518402,0.4448158876868546
0.0001,0.01,2,0.14630042389035225,0.11476417724043131,0.4351318000665198
0.0001,0.01,3,0.16033108346164227,0.026292911265045404,0.4602389013175701
0.0001,0.01,4,0.061640864703804255,13.430245757102966,0.290173255688223
0.0001,0.01,5,0.055908060166984797,10.748341083526611,0.2731509564126545
0.0001,0.01,6,0.09912103414535522,12.931321859359741,0.35218500557610855
0.0001,0.01,7,0.048406487330794334,5.899985194206238,0.2537259460556176
0.0001,0.01,-1,0.05211611185222864,0.7931352183222771,0.258436973720773
0.0001,0.1,1,0.17726337909698486,0.740814283490181,0.49082840007474016
0.0001,0.1,2,0.18625801242887974,0.11475493479520082,0.49879260287807475
0.0001,0.1,3,0.18275344744324684,0.026307402178645134,0.47831254571427795
0.0001,0.1,4,0.14675696939229965,2.3657527565956116,0.43880940528057655
0.0001,0.1,5,0.2308692429214716,1.7275912165641785,0.5488852083545993
0.0001,0.1,6,0.14529115334153175,1.4119487702846527,0.4323829653997906
0.0001,0.1,7,0.07357740867882967,0.8227106258273125,0.30122776001703727
0.0001,0.1,-1,0.04517536610364914,0.48262687772512436,0.2454594813086054
0.0001,1.0,1,0.16649553924798965,0.6899746060371399,0.46499490090764234
0.0001,1.0,2,0.15548666007816792,0.09874879848212004,0.45238934875026315
0.0001,1.0,3,0.15611669793725014,0.02356449095532298,0.4458509025876458
0.0001,1.0,4,0.3645984083414078,7.914306879043579,0.6989295882734307
0.0001,1.0,5,0.23237044923007488,12.241174221038818,0.5642145872197231
0.0001,1.0,6,0.281300351023674,7.19748193025589,0.6214895718821976
0.0001,1.0,7,0.2817150969058275,7.071459054946899,0.6199525453136354
0.0001,1.0,-1,0.07703982852399349,0.08562686573714018,0.3224513269355227
0.0001,10.0,1,0.13198871072381735,0.45737386494874954,0.4110524861806887
0.0001,10.0,2,0.11551602650433779,0.027756942668929696,0.39297827199595403
0.0001,10.0,3,0.12991963885724545,0.010306212934665382,0.4153590074100631
0.0001,10.0,4,0.4361222945153713,2.3468836545944214,0.7645731613767273
0.0001,10.0,5,0.5683735907077789,0.732276551425457,0.8690476929932123
0.0001,10.0,6,0.46570320799946785,0.7207884714007378,0.7965218904255849
0.0001,10.0,7,0.42616361379623413,0.3101205863058567,0.7613987617873678
0.0001,10.0,-1,0.26517729088664055,0.4062406197190285,0.6146215864743805
0.0001,0.0,,0.1557175163179636,,0.47132903745981447
