learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.1578486766666174,0.8449738323688507,0.4597341643728792
0.0001,0.001,2,0.16354339756071568,0.14555993676185608,0.47302417927703505
0.0001,0.001,3,0.175181170925498,0.04369835229590535,0.48112460361836934
0.0001,0.001,4,0.1508094035089016,144.11408233642578,0.45498075842044033
0.0001,0.001,5,0.17283976450562477,85.36257362365723,0.4816979492412971
0.0001,0.001,6,0.08367608301341534,26.310556650161743,0.3384339219348251
0.0001,0.001,7,0.17484090849757195,12.820654392242432,0.4806430409017737
0.0001,0.001,-1,0.11497207172214985,1.136574774980545,0.3813244834631604
0.0001,0.01,1,0.19334345869719982,0.8419184386730194,0.5127041364328966
0.0001,0.01,2,0.19153068400919437,0.1451824177056551,0.5053498869675083
0.0001,0.01,3,0.20108280517160892,0.0434284140355885,0.5294297646154509
0.0001,0.01,4,0.09479444846510887,17.0232093334198,0.3598910423477179
0.0001,0.01,5,0.20595762692391872,30.776217460632324,0.5297569916770182
0.0001,0.01,6,0.0838240273296833,12.681599378585815,0.3327570279794655
0.0001,0.01,7,0.05190140102058649,4.533362597227097,0.2616698078836824
0.0001,0.01,-1,0.07139504933729768,0.779863066971302,0.3078586959760198
0.0001,0.1,1,0.1657154019922018,0.8374786302447319,0.4756604700206328
0.0001,0.1,2,0.176193717867136,0.1432894580066204,0.47738200978421597
0.0001,0.1,3,0.19312504306435585,0.04284526454284787,0.49668415736159827
0.0001,0.1,4,0.2338193692266941,74.68932819366455,0.5567077084032056
0.0001,0.1,5,0.22771145775914192,49.25846862792969,0.5567732183394803
0.0001,0.1,6,0.22864850610494614,11.632194519042969,0.5623563445473719
0.0001,0.1,7,0.1207666089758277,0.6381458714604378,0.3965701532563429
0.0001,0.1,-1,0.03890880895778537,0.23489746265113354,0.22879585641085043
0.0001,1.0,1,0.16062448546290398,0.7634825259447098,0.46406473989937647
0.0001,1.0,2,0.18506533652544022,0.11608007922768593,0.499656789894467
0.0001,1.0,3,0.1457025445997715,0.03718701750040054,0.434668469650966
0.0001,1.0,4,0.374275553971529,38.36546182632446,0.6992326383562443
0.0001,1.0,5,0.28069961443543434,12.319545984268188,0.6200422340249294
0.0001,1.0,6,0.31007302924990654,6.704881072044373,0.6379282635230111
0.0001,1.0,7,0.27011988312005997,4.778371632099152,0.6031383877624272
0.0001,1.0,-1,0.10784646682441235,0.047150214202702045,0.3792222108740674
0.0001,10.0,1,0.15985329449176788,0.4660675600171089,0.4679580381017943
0.0001,10.0,2,0.15292471274733543,0.02224476239643991,0.45202782762153126
0.0001,10.0,3,0.16799254342913628,0.013445978052914143,0.4829157101109347
0.0001,10.0,4,0.3144124001264572,13.354493379592896,0.6461681528834505
0.0001,10.0,5,0.46339286491274834,1.456055998802185,0.8041301042595459
0.0001,10.0,6,0.4780810698866844,0.618128128349781,0.8034927203000114
0.0001,10.0,7,0.436204195022583,0.24590778164565563,0.7648791608608985
0.0001,10.0,-1,0.24883950874209404,0.6673087999224663,0.5648022757641905
0.0001,0.0,,0.15521259047091007,,0.45339892182174013
