learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.09272317867726088,0.743110790848732,0.3536291019123651
0.0001,0.001,2,0.09091761242598295,0.1398640889674425,0.35532869502621245
0.0001,0.001,3,0.07460820861160755,0.032505764393135905,0.3214888719354295
0.0001,0.001,4,0.08248611632734537,93.3264970779419,0.3297555814991148
0.0001,0.001,5,0.07321625528857112,65.02209568023682,0.30882813245767715
0.0001,0.001,6,0.0706173749640584,23.29034686088562,0.3026387823214938
0.0001,0.001,7,0.03716996288858354,8.871349692344666,0.23118717165437871
0.0001,0.001,-1,0.06479288497939706,0.8933472633361816,0.2986821557035122
0.0001,0.01,1,0.08306127320975065,0.744097150862217,0.3373937859687187
0.0001,0.01,2,0.08222471736371517,0.1403736211359501,0.33617775604967687
0.0001,0.01,3,0.08106879610568285,0.03179079503752291,0.332432021835693
0.0001,0.01,4,0.06525388360023499,16.433470368385315,0.29837404137818796
0.0001,0.01,5,0.08105395268648863,13.14317011833191,0.3306427937494291
0.0001,0.01,6,0.040680383797734976,7.143320858478546,0.2348297548934704
0.0001,0.01,7,0.0390981649979949,4.227328836917877,0.22937303714980417
0.0001,0.01,-1,0.030303784180432558,0.5078258514404297,0.21131579492711056
0.0001,0.1,1,0.08877778891474009,0.7344383746385574,0.342410642703882
0.0001,0.1,2,0.08343294356018305,0.13663148321211338,0.33410411046633287
0.0001,0.1,3,0.06515939114615321,0.03145088371820748,0.29944481105129844
0.0001,0.1,4,0.07491574063897133,2.172911196947098,0.32253447285027004
0.0001,0.1,5,0.21042275801301003,32.77080845832825,0.5368431474172091
0.0001,0.1,6,0.1156511390581727,1.3593292832374573,0.40539863075778965
0.0001,0.1,7,0.08654926996678114,0.8065221309661865,0.3373281897410099
0.0001,0.1,-1,0.036153425462543964,0.2965088412165642,0.21709081383339154
0.0001,1.0,1,0.07982073444873095,0.6764576509594917,0.32293912025574645
0.0001,1.0,2,0.06948733888566494,0.11095701903104782,0.31100766972702304
0.0001,1.0,3,0.11397610139101744,0.02779919607564807,0.3849443998857114
0.0001,1.0,4,0.2554844319820404,45.04593801498413,0.5761801674725184
0.0001,1.0,5,0.36748284474015236,13.29782748222351,0.6816868392033627
0.0001,1.0,6,0.22080739587545395,10.332045435905457,0.5458583231237429
0.0001,1.0,7,0.26195844635367393,3.819412410259247,0.5811644082605133
0.0001,1.0,-1,0.05094848945736885,0.06333409529179335,0.26299441685616126
0.0001,10.0,1,0.07679486414417624,0.42099040374159813,0.3214082955915838
0.0001,10.0,2,0.059424581937491894,0.025891161058098078,0.27819078847609974
0.0001,10.0,3,0.07821494434028864,0.009476267034187913,0.32725302116377714
0.0001,10.0,4,0.39413856342434883,8.619815826416016,0.7505614954778744
0.0001,10.0,5,0.54262850061059,0.8323842510581017,0.8468625271792788
0.0001,10.0,6,0.5595504269003868,0.29475413262844086,0.8576662333738997
0.0001,10.0,7,0.30392394587397575,3.7434700429439545,0.6313390738826625
0.0001,10.0,-1,0.20699348859488964,0.009290493209846318,0.5248231406103415
0.0001,0.0,,0.10649637039750814,,0.37602825826418645
