learning_rate,lambda_sym_max,symmetry_layer,test_task_loss,test_sym_loss,test_rel_rmse
0.0001,0.001,1,0.04014631547033787,0.9305505901575089,0.22945258833157814
0.0001,0.001,2,0.050944676622748375,0.15432110615074635,0.2629340979544075
0.0001,0.001,3,0.04611792787909508,0.03679292229935527,0.2446749721878623
0.0001,0.001,4,0.05355203989893198,108.62205028533936,0.269367883297087
0.0001,0.001,5,0.04622041713446379,65.01921892166138,0.2520469174577391
0.0001,0.001,6,0.033990148920565844,17.496455907821655,0.21480856294352707
0.0001,0.001,7,0.026879174867644906,5.286288678646088,0.18020274855327617
0.0001,0.001,-1,0.0387790622189641,0.7796338275074959,0.23223857324720376
0.0001,0.01,1,0.047097401693463326,0.9364140555262566,0.24311564463958985
0.0001,0.01,2,0.05121955368667841,0.1519656740128994,0.2634337873552169
0.0001,0.01,3,0.05276836175471544,0.03572365781292319,0.2656006100166972
0.0001,0.01,4,0.03027837979607284,12.309216856956482,0.20747569692665002
0.0001,0.01,5,0.045520073268562555,11.91303014755249,0.2542632154924849
0.0001,0.01,6,0.0364987978246063,6.543348014354706,0.22579682251053812
0.0001,0.01,7,0.028978181537240744,2.566050738096237,0.20187026594459478
0.0001,0.01,-1,0.0312421265989542,0.4216821640729904,0.20399698726832224
0.0001,0.1,1,0.03738779155537486,0.9157944470643997,0.2231032689903344
0.0001,0.1,2,0.050833264365792274,0.15012779831886292,0.2671181086527275
0.0001,0.1,3,0.06078130332753062,0.03643806651234627,0.28102851633227843
0.0001,0.1,4,0.2593532707542181,2.5444581508636475,0.5718273309198113
0.0001,0.1,5,0.18130646273493767,1.9133994430303574,0.4892906765517368
0.0001,0.1,6,0.10575165692716837,1.292356252670288,0.38871572712863567
0.0001,0.1,7,0.03891771426424384,0.6152520030736923,0.22587638841299643
0.0001,0.1,-1,0.028524839086458087,0.16494248062372208,0.19630902817699547
0.0001,1.0,1,0.05392167437821627,0.8234742730855942,0.2738744236451558
0.0001,1.0,2,0.033417026279494166,0.11651279497891665,0.21384425997777373
0.0001,1.0,3,0.041031377390027046,0.031303361523896456,0.23415334487742517
0.0001,1.0,4,0.307961069047451,16.72937250137329,0.644126977092692
0.0001,1.0,5,0.33563927561044693,11.921163201332092,0.6479098873616791
0.0001,1.0,6,0.2431746944785118,8.898284792900085,0.566510818338142
0.0001,1.0,7,0.23171095736324787,4.339725971221924,0.5488223088743072
0.0001,1.0,-1,0.039335268549621105,0.04909630538895726,0.2333411123161565
0.0001,10.0,1,0.04058170923963189,0.5078109391033649,0.2319032479813567
0.0001,10.0,2,0.06122772395610809,0.023396403063088655,0.28854015219430523
0.0001,10.0,3,0.04986472520977259,0.009426060947589576,0.256919698600268
0.0001,10.0,4,0.35746078565716743,6.875941693782806,0.7097280678941384
0.0001,10.0,5,0.4744357652962208,1.4214933663606644,0.7961839561384807
0.0001,10.0,6,0.34282713383436203,4.683959364891052,0.6797909964245847
0.0001,10.0,7,0.36075061559677124,2.575375884771347,0.6914496613243343
0.0001,10.0,-1,0.21909619495272636,0.00719345296965912,0.5424247860972612
0.0001,0.0,,0.05563651071861386,,0.2815844450191961
